source,dataset,source_key,source_role,geo_level,municipality,province,period_year,period_month,crime_group,crime_type,measure,value,source_file
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2014,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,9,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2014,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,1162,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2014,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,34,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2014,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,1,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2015,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,16,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2015,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,1089,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2015,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,21,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2015,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,3,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2016,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,7,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2016,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,576,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2016,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,15,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2016,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,13,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2017,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,14,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2017,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,457,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2017,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,12,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2017,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,7,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2018,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,9,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2018,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,347,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2018,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,10,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2018,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,8,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2019,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,5,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2019,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,374,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2019,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,3,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2019,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,9,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2020,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,7,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2020,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,621,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2020,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,83,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2020,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,11,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2021,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,9,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2021,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,1026,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2021,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,254,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2021,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,20,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2022,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,5,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2022,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,790,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2022,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,310,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2022,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,24,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2023,,homicidio,Total de víctimas de homicidios dolosos,cantidad_victimas,2,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2023,,lesiones,Total de víctimas de lesiones dolosas,cantidad_victimas,761,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2023,,integridad_sexual,Total de víctimas de otros delitos contra la integridad sexual,cantidad_victimas,16,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA victimas contra las personas por municipio,PBA victimas contra las personas por municipio,pba_personas_municipio,context_control,municipio,Hurlingham,Buenos Aires,2023,,integridad_sexual,Total de víctimas de violaciones,cantidad_victimas,16,data\raw\crime\pba_victimas_personas_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2014,,hurto,Total de hechos de hurtos,cantidad_hechos,784,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2014,,robo,Total de hechos de robos,cantidad_hechos,1201,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2015,,hurto,Total de hechos de hurtos,cantidad_hechos,587,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2015,,robo,Total de hechos de robos,cantidad_hechos,831,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2016,,hurto,Total de hechos de hurtos,cantidad_hechos,566,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2016,,robo,Total de hechos de robos,cantidad_hechos,836,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2017,,hurto,Total de hechos de hurtos,cantidad_hechos,579,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2017,,robo,Total de hechos de robos,cantidad_hechos,810,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2018,,hurto,Total de hechos de hurtos,cantidad_hechos,675,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2018,,robo,Total de hechos de robos,cantidad_hechos,1117,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2019,,hurto,Total de hechos de hurtos,cantidad_hechos,1329,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2019,,robo,Total de hechos de robos,cantidad_hechos,1596,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2020,,hurto,Total de hechos de hurtos,cantidad_hechos,683,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2020,,robo,Total de hechos de robos,cantidad_hechos,1158,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2021,,hurto,Total de hechos de hurtos,cantidad_hechos,733,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2021,,robo,Total de hechos de robos,cantidad_hechos,1057,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2022,,hurto,Total de hechos de hurtos,cantidad_hechos,1413,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2022,,robo,Total de hechos de robos,cantidad_hechos,2440,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2023,,hurto,Total de hechos de hurtos,cantidad_hechos,799,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
PBA hechos contra la propiedad por municipio,PBA hechos contra la propiedad por municipio,pba_propiedad_municipio,context_control,municipio,Hurlingham,Buenos Aires,2023,,robo,Total de hechos de robos,cantidad_hechos,894,data\raw\crime\pba_hechos_propiedad_municipio.xlsx
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,1,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,1,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,2,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,2,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,6,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,5,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,5,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,5,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,5,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,5,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,5,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,6,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,6,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,8,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,8,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,10,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,10,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,11,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2017,11,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,2,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,2,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,3,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,3,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,4,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,4,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,6,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,6,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,6,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,6,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,7,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,7,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,9,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,9,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,10,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,10,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,11,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2018,11,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,1,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,1,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,5,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,5,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,7,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,7,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,9,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,9,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,12,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2019,12,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2020,1,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2020,1,homicidio,Homicidios dolosos SAT-HD,cantidad_victimas,1,data\raw\crime\SAT-HD-BU.csv
SAT Homicidios dolosos,SAT Homicidios dolosos,sat_homicidios,homicide_auxiliary,municipio,Hurlingham,Buenos Aires,2020,4,homicidio,Homicidios dolosos SAT-HD,cantidad_hechos_dedup,1,data\raw\crime\SAT-HD-BU.csv
